                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.2169,                 2.0361,                0.88106,                 1.1123,                0.67942,                0.41722,                0.49248,                0.24129,                0.63695,                0.40397,                0.47258,                0.21218,                 1.9883,                  2.997,                 2.0424,                 1.5265,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.2285,                 1.9751,                0.84699,                 1.1022,                0.56655,                0.44371,                0.46987,                0.21656,                0.54916,                0.43046,                0.43506,                0.18612,                 2.0465,                 3.1823,                 2.0146,                 1.6039,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.2477,                 1.9567,                 0.8448,                 1.1124,                  0.692,                0.40397,                0.48183,                0.22245,                0.64745,                0.37748,                0.43222,                 0.1847,                 2.0777,                 3.1642,                 1.9118,                 1.6034,              0.0009407,              0.0009407,              0.0009407
                    110,                 1.1849,                 1.9392,                0.84686,                 1.0975,                 0.5981,                0.49669,                0.51631,                0.22559,                0.61575,                 0.4702,                0.47755,                0.18764,                  2.017,                 3.0873,                 1.7811,                  1.596,              0.0009308,              0.0009308,              0.0009308
                    111,                 1.2481,                 1.9817,                0.88273,                 1.1294,                0.65978,                0.46358,                0.51121,                0.24186,                 0.6658,                0.47682,                 0.5099,                0.21165,                 1.9729,                 2.9608,                 1.6906,                 1.5479,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.2289,                 1.9613,                0.82149,                 1.0983,                0.61458,                0.38411,                0.46913,                0.22522,                0.62517,                0.39073,                0.46619,                0.19174,                 2.0036,                 3.0197,                 1.8592,                 1.5489,               0.000911,               0.000911,               0.000911
                    113,                 1.2524,                 1.9736,                0.83095,                 1.1091,                0.61361,                0.45033,                0.48865,                0.22125,                0.65068,                0.39073,                0.44824,                0.17914,                 2.0318,                 3.2005,                 2.1363,                 1.6259,              0.0009011,              0.0009011,              0.0009011
                    114,                 1.1977,                 1.9787,                0.81243,                 1.1027,                0.60884,                0.43294,                0.47918,                0.22629,                0.57055,                0.40473,                0.46083,                0.20176,                 2.0137,                 2.9635,                 2.1614,                 1.5805,              0.0008912,              0.0008912,              0.0008912
                    115,                  1.239,                 2.0173,                0.85977,                 1.1039,                0.67936,                0.43046,                0.50107,                0.24711,                0.73516,                 0.4106,                0.49004,                 0.2112,                 1.9927,                 3.1474,                 1.9823,                 1.5606,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.1558,                 1.9248,                0.77309,                 1.0576,                0.64293,                0.42928,                0.49399,                0.23473,                0.63498,                0.42627,                0.48267,                0.20389,                 2.0156,                  3.149,                 1.9647,                 1.5413,              0.0008714,              0.0008714,              0.0008714
                    117,                 1.1821,                 1.9107,                0.76749,                 1.0736,                0.51533,                0.43709,                0.45347,                0.21101,                0.63002,                0.37086,                0.44521,                0.18534,                 1.9824,                 3.1002,                 2.0853,                 1.5554,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.1808,                  1.974,                0.77825,                  1.093,                0.50064,                0.49007,                0.48158,                0.23948,                0.50789,                0.43046,                0.45546,                0.19627,                 1.9695,                 3.1149,                 1.8704,                 1.5565,              0.0008516,              0.0008516,              0.0008516
                    119,                  1.163,                 1.8917,                0.80084,                 1.0755,                0.67757,                0.40397,                0.46746,                0.23236,                0.68868,                 0.4106,                0.44912,                0.20373,                 1.9626,                  3.199,                 2.0195,                 1.5495,              0.0008417,              0.0008417,              0.0008417
                    120,                 1.1814,                 1.9825,                0.79661,                 1.0579,                0.56536,                0.43709,                0.46882,                0.23743,                0.60882,                0.44321,                0.46937,                0.20411,                 1.9619,                 3.1199,                 1.8463,                 1.5549,              0.0008318,              0.0008318,              0.0008318
                    121,                  1.198,                 1.9111,                0.78879,                  1.086,                0.76433,                0.40397,                0.48181,                  0.229,                0.77686,                 0.4106,                0.47889,                0.20785,                 2.0034,                 3.1523,                 1.9362,                 1.5991,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.2076,                 1.9048,                0.79331,                 1.0849,                0.72321,                0.41722,                 0.4957,                 0.2331,                0.73386,                0.40397,                0.48337,                0.20634,                 2.0316,                 3.0932,                  1.872,                 1.6155,               0.000812,               0.000812,               0.000812
                    123,                  1.157,                 1.9492,                0.78222,                 1.0661,                0.64363,                0.40397,                0.47711,                0.23684,                0.62253,                0.39073,                0.45447,                0.20155,                 2.0271,                 3.1318,                 1.9056,                 1.5911,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.1539,                 1.8383,                 0.7917,                 1.0772,                0.64449,                0.39073,                0.45523,                0.21601,                0.64449,                0.39073,                0.44407,                 0.1849,                 2.1193,                 3.0548,                  2.043,                  1.649,              0.0007922,              0.0007922,              0.0007922
                    125,                 1.1895,                 1.8917,                 0.7728,                 1.0895,                 0.6476,                0.39735,                0.47569,                0.23136,                 0.6476,                0.39735,                 0.4607,                0.20603,                  2.044,                 3.0876,                 1.8708,                 1.6133,              0.0007823,              0.0007823,              0.0007823
                    126,                  1.145,                 1.9291,                0.80593,                 1.0684,                0.56313,                0.46358,                0.46213,                0.22846,                0.66379,                0.40397,                0.45037,                0.19532,                 2.0465,                 3.1177,                 2.0565,                 1.5827,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.1077,                 1.8966,                  0.753,                 1.0634,                 0.6782,                0.42384,                0.48349,                0.24203,                0.64641,                0.40397,                 0.4506,                0.19881,                 2.0212,                 3.1378,                 2.1685,                 1.6122,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.1474,                 1.9679,                0.78091,                 1.0737,                0.57567,                0.43709,                0.45887,                0.22636,                0.57514,                0.43709,                0.44053,                0.19064,                 2.0364,                 3.0257,                 1.9763,                  1.619,              0.0007526,              0.0007526,              0.0007526
                    129,                 1.1773,                 1.8808,                0.75964,                 1.0644,                0.75981,                0.37748,                0.47416,                0.22833,                0.80245,                0.37663,                 0.4543,                0.19122,                    2.1,                 3.0286,                 1.9843,                 1.6321,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.1676,                 1.9258,                0.76665,                 1.0888,                0.79245,                0.40456,                0.50906,                0.24217,                0.80542,                0.41119,                0.48892,                 0.2161,                 2.0638,                 3.1008,                 1.8249,                 1.6304,              0.0007328,              0.0007328,              0.0007328
                    131,                 1.1746,                 1.9273,                0.78998,                 1.0721,                0.55696,                 0.4702,                0.49229,                0.23244,                0.54069,                0.43046,                0.44295,                0.19366,                 2.0294,                 3.0366,                 1.7911,                 1.5949,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.1937,                 1.9578,                0.77518,                 1.0878,                0.64085,                 0.4106,                 0.4859,                0.24459,                0.70323,                0.39073,                0.46556,                 0.2125,                 1.9601,                  2.964,                 1.9003,                  1.564,               0.000713,               0.000713,               0.000713
                    133,                   1.17,                 1.9765,                0.76916,                 1.0774,                0.66966,                0.38934,                0.46569,                0.22615,                0.65827,                0.38272,                0.44713,                0.18845,                 2.0465,                 3.0779,                 2.1462,                  1.608,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.1507,                 1.9197,                0.75129,                  1.059,                0.73918,                0.39416,                0.51144,                0.24338,                0.76228,                0.39735,                0.49376,                 0.2107,                 1.9984,                 2.9645,                 2.0115,                 1.5582,              0.0006932,              0.0006932,              0.0006932
                    135,                 1.1764,                 1.8811,                 0.7513,                 1.0713,                0.82744,                0.40397,                 0.5114,                0.23907,                0.82897,                0.40397,                0.50185,                 0.2154,                 2.0238,                 3.0007,                 1.9656,                 1.5828,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.1031,                 1.9031,                0.72911,                 1.0399,                0.77858,                0.37748,                0.49475,                0.24627,                0.78246,                0.37086,                0.47825,                 0.2108,                 1.9488,                 3.1659,                 2.0264,                 1.5241,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.1404,                 1.8845,                0.77076,                 1.0521,                0.58544,                0.42384,                 0.4834,                0.24078,                0.62002,                0.39984,                0.47411,                 0.2078,                 1.9899,                 3.2413,                 1.8514,                 1.5531,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.1362,                 1.8725,                0.73684,                 1.0623,                0.68868,                0.39073,                0.48758,                0.24636,                0.52066,                0.46039,                0.47243,                0.20835,                 1.9951,                 3.1671,                  1.913,                 1.5727,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.1264,                 1.8344,                0.73827,                  1.057,                0.73573,                0.40397,                0.47609,                0.22657,                0.71838,                0.38857,                0.44607,                0.19625,                 2.0076,                 3.3346,                 2.0232,                 1.6472,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.1463,                 1.8653,                0.74427,                 1.0572,                0.68828,                0.38411,                0.45435,                0.22205,                0.67641,                0.37748,                0.42899,                0.19281,                 1.9973,                   3.38,                 2.2099,                 1.5826,              0.0006338,              0.0006338,              0.0006338
                    141,                  1.128,                 1.8409,                0.76741,                 1.0598,                0.76387,                0.38411,                0.45686,                 0.2343,                0.72188,                0.36424,                0.42757,                0.19599,                 2.0012,                 3.3364,                 2.3589,                 1.5758,              0.0006239,              0.0006239,              0.0006239
                    142,                  1.078,                 1.8174,                0.72567,                 1.0448,                0.64011,                0.39735,                0.45561,                0.22394,                0.65078,                0.40397,                0.45945,                0.20397,                 2.0434,                 3.1189,                 2.2229,                 1.5941,               0.000614,               0.000614,               0.000614
                    143,                 1.0751,                 1.8276,                0.71363,                 1.0428,                0.56186,                0.46358,                 0.4803,                0.22161,                0.63821,                0.37086,                0.45299,                0.19568,                 2.0384,                 3.0866,                 2.0911,                 1.5812,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.0954,                 1.8173,                 0.7096,                 1.0465,                0.67506,                0.38411,                0.47798,                0.21699,                0.65178,                0.37086,                0.44676,                0.18503,                  2.093,                 3.0499,                 2.0984,                  1.618,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.0914,                 1.8382,                0.71732,                 1.0421,                 0.5835,                0.41722,                 0.4703,                0.21823,                0.61701,                0.36424,                0.42768,                0.18949,                  2.058,                 3.0943,                 1.9541,                 1.5701,              0.0005843,              0.0005843,              0.0005843
                    146,                 1.1024,                 1.8477,                0.72683,                 1.0454,                0.65313,                0.41151,                 0.4992,                0.23313,                0.65323,                 0.4106,                0.48193,                0.20089,                 2.0536,                 3.0714,                 1.8822,                 1.5796,              0.0005744,              0.0005744,              0.0005744
                    147,                 1.0766,                 1.7982,                0.69468,                 1.0307,                0.64635,                0.40397,                0.48319,                0.22199,                 0.6958,                  0.409,                0.48324,                0.20553,                 2.0231,                 3.1132,                 2.1406,                 1.5748,              0.0005645,              0.0005645,              0.0005645
                    148,                 1.0901,                 1.7727,                0.71332,                 1.0398,                0.68311,                0.39735,                0.50421,                0.23069,                0.68039,                 0.4106,                0.50302,                0.20772,                 2.0038,                 3.0893,                 2.0502,                 1.5854,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.0849,                 1.8304,                0.68981,                 1.0296,                0.66324,                0.44371,                0.50856,                0.25612,                0.66324,                0.44371,                0.52365,                0.22347,                 1.9696,                 3.0835,                 1.8971,                 1.5618,              0.0005447,              0.0005447,              0.0005447
                    150,                 1.1056,                 1.8563,                0.70478,                 1.0423,                0.65634,                0.48064,                0.54018,                0.25717,                 0.6274,                0.45721,                0.51538,                0.22468,                 2.0023,                 3.1003,                 1.8835,                 1.5987,              0.0005348,              0.0005348,              0.0005348
                    151,                 1.0708,                  1.774,                0.67291,                 1.0343,                0.60714,                0.46057,                0.51509,                0.25119,                0.60745,                0.48166,                0.49909,                  0.216,                 2.0023,                 3.0988,                 1.8964,                 1.6209,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.0805,                 1.8278,                0.69486,                 1.0361,                0.73396,                0.40397,                0.49982,                0.24304,                0.72193,                0.39735,                0.48561,                0.20937,                 1.9864,                 3.1217,                 2.0473,                 1.6062,               0.000515,               0.000515,               0.000515
                    153,                 1.0816,                 1.7987,                0.72029,                 1.0297,                0.74972,                0.37748,                 0.4607,                0.22106,                0.76288,                0.38411,                0.47403,                0.19801,                 1.9983,                 3.1031,                 2.0941,                 1.6004,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.0939,                 1.7711,                0.70152,                 1.0434,                0.70784,                0.37086,                0.46695,                0.21674,                0.70784,                0.37086,                  0.448,                0.18259,                 2.0584,                 3.2291,                 1.9546,                  1.615,              0.0004952,              0.0004952,              0.0004952
                    155,                 1.1074,                  1.811,                0.69775,                 1.0433,                0.47323,                0.48344,                0.46663,                0.21838,                0.51159,                0.45695,                0.46219,                0.19098,                 2.0191,                 3.0992,                 2.0648,                 1.5875,              0.0004853,              0.0004853,              0.0004853
                    156,                 1.0792,                 1.8624,                 0.6925,                 1.0463,                0.61862,                0.40397,                0.48353,                0.24025,                 0.6216,                0.39165,                0.46508,                0.20645,                 2.0038,                 3.2246,                 1.9729,                 1.5808,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.0708,                 1.7888,                0.67346,                 1.0328,                0.64954,                0.39735,                0.47098,                0.24564,                0.65418,                0.39073,                0.46017,                0.21555,                 1.9891,                 3.1549,                 2.0864,                  1.565,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.0488,                 1.7831,                0.67705,                  1.025,                0.62455,                0.40763,                0.46279,                0.22475,                0.59429,                0.40397,                0.43849,                0.19428,                 2.0331,                 3.1325,                 2.1743,                 1.6031,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.0293,                 1.7456,                0.64772,                  1.003,                0.70059,                0.37748,                0.46623,                0.21456,                0.71288,                0.38411,                0.45845,                0.19424,                 2.0592,                 3.1293,                 1.9918,                 1.6051,              0.0004457,              0.0004457,              0.0004457
                    160,                  1.049,                 1.7849,                0.66067,                 1.0009,                0.66487,                0.40397,                0.47457,                 0.2149,                0.67782,                0.40397,                0.46373,                 0.1951,                 2.0563,                 3.2233,                 1.9485,                 1.5942,              0.0004358,              0.0004358,              0.0004358
                    161,                  1.041,                 1.7306,                 0.6682,                  1.031,                0.61362,                0.42384,                0.48655,                0.22006,                0.61845,                0.42384,                0.47444,                0.19919,                 2.0501,                 3.1926,                  2.128,                 1.5914,              0.0004259,              0.0004259,              0.0004259
                    162,                  1.035,                 1.7538,                0.67151,                 1.0255,                0.58807,                0.42384,                0.48747,                0.23405,                0.85492,                0.33113,                0.46921,                0.20679,                 2.0102,                 3.1601,                 2.2205,                 1.5623,               0.000416,               0.000416,               0.000416
                    163,                 1.0364,                  1.711,                0.65294,                 1.0195,                0.69808,                0.42875,                0.49463,                0.24476,                0.70384,                0.40397,                0.47393,                 0.2104,                 2.0123,                 3.2723,                   2.11,                 1.5912,              0.0004061,              0.0004061,              0.0004061
                    164,                 1.0354,                 1.7436,                 0.6791,                 1.0148,                 0.7631,                0.37748,                0.46673,                 0.2177,                0.77688,                0.38411,                0.46744,                 0.1992,                 2.0231,                 3.3371,                 2.0185,                 1.5859,              0.0003962,              0.0003962,              0.0003962
                    165,                 1.0528,                 1.8035,                 0.6769,                 1.0153,                 0.7199,                0.37748,                0.48223,                0.23825,                0.72695,                0.38411,                0.46925,                0.21072,                 2.0376,                 3.4072,                 2.0644,                 1.6072,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.0041,                 1.6769,                0.65206,                 1.0129,                 0.7032,                0.35762,                0.46866,                0.23338,                0.71659,                0.36424,                0.47669,                0.21062,                 2.0172,                 3.2499,                 2.1373,                 1.5918,              0.0003764,              0.0003764,              0.0003764
                    167,                0.99414,                 1.7759,                0.65235,                 1.0138,                0.59318,                0.39735,                0.47648,                0.22301,                0.66147,                0.37528,                0.45145,                0.18836,                 2.0673,                 3.2251,                 2.0393,                 1.6163,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.0233,                 1.7299,                0.65929,                 1.0065,                0.63598,                0.39073,                0.47708,                 0.2321,                0.63871,                0.39073,                0.46126,                0.20534,                 2.0568,                 3.1707,                 1.9898,                 1.6096,              0.0003566,              0.0003566,              0.0003566
                    169,                 1.0269,                 1.7458,                0.66399,                 1.0144,                0.73709,                0.36424,                0.47784,                0.22336,                 0.7685,                0.37748,                0.45823,                0.19981,                 2.0466,                 3.1845,                 2.0707,                 1.5716,              0.0003467,              0.0003467,              0.0003467
                    170,                0.99848,                 1.7395,                0.65536,                 1.0004,                0.67037,                0.35762,                0.43975,                0.20895,                0.62004,                0.38411,                 0.4396,                0.18808,                 2.0929,                 3.2066,                  2.137,                 1.6328,              0.0003368,              0.0003368,              0.0003368
                    171,                0.99735,                 1.7326,                0.62525,                 1.0044,                0.63952,                 0.4106,                0.48493,                0.23182,                0.71393,                0.39073,                0.46503,                0.20113,                 2.0558,                  3.241,                 2.0272,                 1.6061,              0.0003269,              0.0003269,              0.0003269
                    172,                0.98512,                 1.6787,                0.63303,                 1.0004,                0.66923,                0.40397,                  0.483,                0.23654,                0.66923,                0.40397,                0.47092,                0.19356,                 2.0354,                 3.2203,                 2.1558,                 1.5995,               0.000317,               0.000317,               0.000317
                    173,                 0.9826,                 1.7205,                0.61372,                0.97991,                0.68614,                0.34749,                0.43582,                0.21847,                0.69892,                0.35361,                0.44167,                0.19833,                 2.0481,                 3.2138,                 2.4084,                 1.6128,              0.0003071,              0.0003071,              0.0003071
                    174,                 0.9948,                  1.741,                0.63159,                0.99466,                0.75942,                0.33113,                0.44497,                0.21461,                 0.7903,                0.34437,                0.45481,                0.19748,                 2.0716,                 3.2442,                 2.3647,                 1.6384,              0.0002972,              0.0002972,              0.0002972
                    175,                 1.0084,                 1.7144,                0.66079,                 1.0133,                0.59803,                 0.4106,                0.46459,                0.22735,                0.74301,                0.37748,                0.46921,                0.20277,                 2.0716,                 3.3011,                 2.1411,                 1.6655,              0.0002873,              0.0002873,              0.0002873
                    176,                 1.0354,                 1.8234,                0.65205,                 1.0182,                0.61547,                0.37086,                0.44493,                0.20586,                0.63564,                0.39073,                0.43993,                0.18404,                 2.0598,                 3.2633,                 2.1922,                 1.6333,              0.0002774,              0.0002774,              0.0002774
                    177,                0.97475,                 1.7119,                 0.6197,                 1.0008,                 0.6858,                0.35762,                0.44972,                0.21583,                 0.6858,                0.35762,                0.44059,                0.19665,                 2.0604,                 3.3068,                 2.1793,                 1.6256,              0.0002675,              0.0002675,              0.0002675
                    178,                  1.016,                 1.7915,                0.61981,                 1.0078,                0.71114,                0.38411,                0.47791,                0.23699,                0.71233,                0.38411,                0.46005,                0.20281,                 2.0552,                 3.3267,                  2.112,                 1.6199,              0.0002576,              0.0002576,              0.0002576
                    179,                0.97371,                 1.7553,                0.62541,                 1.0053,                0.71447,                0.36424,                0.45908,                0.22829,                0.61599,                0.37748,                 0.4512,                0.20117,                 2.0529,                 3.3224,                 2.0864,                 1.6239,              0.0002477,              0.0002477,              0.0002477
                    180,                0.96166,                 1.7009,                0.59328,                 0.9817,                0.74513,                0.35099,                0.46265,                0.23119,                0.74548,                0.35762,                0.45127,                0.20241,                 2.0522,                 3.2939,                 2.1348,                 1.6096,              0.0002378,              0.0002378,              0.0002378
                    181,                0.99007,                 1.6902,                0.62709,                0.99335,                0.58052,                0.45826,                0.47522,                0.22859,                0.78771,                0.36863,                0.46596,                 0.2052,                 2.0848,                 3.4053,                 2.1217,                 1.6529,              0.0002279,              0.0002279,              0.0002279
                    182,                0.98334,                 1.7445,                0.61544,                0.99364,                0.55339,                0.43493,                0.45675,                0.22926,                0.73791,                0.37748,                0.46678,                0.20581,                 2.0541,                 3.3847,                 2.0495,                 1.6513,               0.000218,               0.000218,               0.000218
                    183,                0.99584,                 1.7625,                0.62518,                0.99705,                0.63684,                0.41809,                0.46855,                0.22251,                0.61019,                0.40431,                0.45484,                0.19761,                 2.0386,                 3.3604,                 2.0629,                 1.6162,              0.0002081,              0.0002081,              0.0002081
                    184,                 0.9394,                 1.6979,                0.59709,                  0.988,                0.64127,                0.42384,                0.46607,                0.23388,                0.62123,                 0.4106,                0.46142,                0.20327,                 2.0204,                 3.3318,                 2.2146,                 1.6134,              0.0001982,              0.0001982,              0.0001982
                    185,                0.96213,                  1.715,                0.60982,                0.99012,                0.59674,                0.39073,                 0.4545,                0.22795,                0.64156,                0.39116,                0.45938,                 0.1978,                 2.0217,                 3.2937,                 2.2684,                 1.6071,              0.0001883,              0.0001883,              0.0001883
                    186,                0.97579,                 1.6933,                0.61918,                0.99297,                0.56235,                0.39996,                0.43858,                0.21705,                0.57932,                 0.4106,                0.45204,                0.19378,                 2.0113,                 3.2433,                 2.2955,                  1.609,              0.0001784,              0.0001784,              0.0001784
                    187,                  0.956,                 1.6603,                0.59993,                0.99038,                0.61507,                0.38411,                0.44755,                0.22248,                0.61507,                0.38411,                0.43772,                0.20217,                 2.0431,                 3.2665,                 2.2397,                 1.6347,              0.0001685,              0.0001685,              0.0001685
                    188,                0.98483,                 1.7486,                0.61548,                 0.9938,                0.59876,                0.39073,                0.44732,                0.21551,                 0.6072,                0.38903,                0.44484,                0.19194,                 2.0387,                 3.2678,                 2.2894,                 1.6105,              0.0001586,              0.0001586,              0.0001586
                    189,                0.90469,                 1.6062,                0.58149,                0.97048,                0.59715,                0.42213,                0.45853,                0.22121,                0.56384,                0.42384,                 0.4496,                0.19588,                 2.0462,                 3.2778,                 2.2494,                 1.6182,              0.0001487,              0.0001487,              0.0001487
                    190,                0.94897,                 1.6373,                  0.605,                 1.0001,                0.63639,                0.43709,                0.44931,                0.21712,                0.60036,                0.41722,                0.44209,                  0.195,                 2.0376,                 3.2618,                 2.1974,                 1.6114,              0.0001388,              0.0001388,              0.0001388
                    191,                0.97904,                 1.6856,                0.61018,                0.98429,                0.61331,                0.43046,                0.44797,                0.21021,                0.58796,                 0.4106,                0.44382,                0.19018,                 2.0693,                 3.3199,                 2.1002,                 1.6102,              0.0001289,              0.0001289,              0.0001289
                    192,                0.94151,                 1.6387,                0.57037,                 0.9929,                0.70293,                0.41722,                0.47204,                0.21365,                0.65776,                0.39073,                0.44294,                0.18859,                 2.0461,                 3.3415,                 2.1414,                  1.602,               0.000119,               0.000119,               0.000119
                    193,                0.87124,                 1.5933,                0.52644,                0.95224,                0.60593,                0.45695,                0.47295,                0.22181,                0.79762,                0.36424,                0.44897,                0.19874,                 2.0397,                 3.3632,                  2.043,                 1.6133,              0.0001091,              0.0001091,              0.0001091
                    194,                0.90424,                 1.5998,                0.52843,                0.95779,                0.63233,                0.45033,                0.48083,                0.22119,                0.66657,                0.39718,                0.45425,                0.19739,                 2.0424,                 3.4536,                 1.9731,                 1.6106,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.88986,                 1.5917,                0.52921,                0.94893,                0.60111,                0.45695,                0.48308,                0.22364,                0.72958,                0.36424,                0.44923,                0.20003,                 2.0312,                 3.4232,                 1.9941,                 1.6106,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.88885,                 1.5999,                0.51645,                0.97478,                0.65242,                0.42384,                0.48455,                0.22727,                0.73368,                0.37086,                0.45199,                0.20546,                 2.0304,                 3.3915,                 2.0211,                 1.6006,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.87994,                 1.6033,                0.53001,                0.96112,                0.66118,                0.43046,                0.49719,                0.23006,                0.61308,                0.40397,                  0.449,                0.20807,                 2.0271,                 3.3721,                 2.0121,                 1.5879,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.88004,                 1.5626,                0.51783,                0.96244,                0.65676,                0.42384,                 0.4846,                0.22933,                0.63593,                 0.4106,                0.46032,                0.20741,                 2.0251,                 3.3766,                 2.0231,                 1.5824,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.86814,                  1.577,                0.50054,                0.95784,                0.66318,                0.41727,                0.48979,                0.22557,                0.62594,                0.40397,                0.45762,                0.20444,                 2.0344,                 3.4078,                 2.0334,                 1.5966,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.86841,                 1.5376,                0.51584,                0.94906,                0.66576,                0.40894,                0.48495,                0.22661,                0.66576,                0.40894,                0.46492,                0.20807,                 2.0467,                 3.4361,                 2.0778,                 1.5972,               3.98e-05,               3.98e-05,               3.98e-05
